transaction_id,sender_name,receiver_name,amount,merchant_category,transaction_type,device_type,location,transaction_hour,previous_fraud_history,customer_age,payment_method,is_fraud
TXN109243,User_312,Merchant_484,13.96,Gas Station,Transfer,Mobile - Known,Los Angeles,9,0,58,Wire Transfer,0
TXN109244,User_1065,Merchant_665,156.05,Electronics,Purchase,Desktop - Known,Miami,22,0,40,ACH,0
TXN109245,User_1498,Merchant_558,179.08,Crypto Exchange,Purchase,Desktop - Known,Chicago,17,1,48,Credit Card,0
TXN109246,User_3655,Merchant_423,260.06,Travel,Purchase,Mobile - Known,New York,18,0,73,Debit Card,0
TXN109247,User_937,Merchant_468,4.15,Electronics,Withdrawal,Mobile - Known,Houston,7,0,44,Wire Transfer,0
TXN109248,User_3231,Merchant_172,16.08,Electronics,Purchase,ATM,New York,19,0,48,Credit Card,0
TXN109249,User_2840,Merchant_368,161.85,Online Retail,Withdrawal,Desktop - Known,Los Angeles,10,0,51,ACH,0
TXN109250,User_2192,Merchant_163,131.22,Electronics,Purchase,Mobile - Known,Miami,4,0,42,ACH,0
TXN109251,User_3424,Merchant_237,30.52,Electronics,Purchase,Desktop - Known,New York,22,0,45,Credit Card,0
TXN109252,User_3208,Merchant_306,316.43,Gas Station,Purchase,Mobile - Known,Chicago,6,0,47,Credit Card,0
TXN109253,User_144,Merchant_745,44.54,Restaurant,Purchase,Mobile - Known,Miami,2,0,32,Debit Card,0
TXN109254,User_2829,Merchant_271,571.81,Grocery,Transfer,Mobile - Known,Unknown/Foreign,12,0,18,Debit Card,0
TXN109255,User_2153,Merchant_766,91.28,Gambling,Purchase,ATM,Miami,20,0,62,Debit Card,0
TXN109256,User_2826,Merchant_103,6.08,Travel,Purchase,Desktop - New,Houston,6,0,28,Credit Card,0
TXN109257,User_664,Merchant_757,491.56,Gambling,Withdrawal,Mobile - Known,Los Angeles,19,0,30,ACH,0
TXN109258,User_2463,Merchant_426,101.95,Gas Station,Purchase,Desktop - New,New York,12,1,30,Credit Card,0
TXN109259,User_725,Merchant_530,91.63,Jewelry,Bill Payment,Mobile - Known,Unknown/Foreign,8,0,32,Credit Card,0
TXN109260,User_2056,Merchant_655,24.03,Gas Station,Purchase,Desktop - New,New York,21,0,40,Cryptocurrency,0
TXN109261,User_2020,Merchant_768,1204.87,Grocery,Purchase,ATM,New York,18,1,39,Cryptocurrency,1
TXN109262,User_2873,Merchant_15,5.27,Jewelry,Purchase,Mobile - Known,Seattle,19,0,44,Debit Card,0
TXN109263,User_2792,Merchant_445,45.59,Crypto Exchange,Withdrawal,ATM,Seattle,3,0,48,Credit Card,0
TXN109264,User_1453,Merchant_542,269.39,Grocery,Purchase,Desktop - New,Miami,19,0,53,Debit Card,0
TXN109265,User_1763,Merchant_406,216.99,Grocery,Withdrawal,Mobile - Known,Unknown/Foreign,10,1,45,Debit Card,0
TXN109266,User_337,Merchant_50,244.18,Restaurant,Purchase,Desktop - New,Los Angeles,10,0,48,Debit Card,0
TXN109267,User_2468,Merchant_402,113.27,Restaurant,Purchase,ATM,New York,9,0,53,Cryptocurrency,0
TXN109268,User_661,Merchant_255,369.05,Gas Station,Transfer,Mobile - Known,Miami,11,0,69,Cryptocurrency,0
TXN109269,User_2274,Merchant_316,290.79,Gambling,Withdrawal,Mobile - Known,New York,23,1,40,Credit Card,0
TXN109270,User_3627,Merchant_155,335.46,Online Retail,Purchase,Desktop - Known,Seattle,3,0,41,Wire Transfer,0
TXN109271,User_2097,Merchant_456,51.59,Gas Station,Deposit,ATM,Los Angeles,4,0,30,Credit Card,0
TXN109272,User_765,Merchant_302,39.96,Crypto Exchange,Deposit,Desktop - Known,Seattle,18,0,37,Debit Card,0
TXN109273,User_2402,Merchant_750,94.57,Jewelry,Withdrawal,Mobile - Known,Seattle,10,0,18,Debit Card,0
TXN109274,User_2699,Merchant_731,0.95,Gambling,Transfer,Mobile - Known,Dallas,3,0,78,Credit Card,0
TXN109275,User_290,Merchant_722,17.91,Grocery,Deposit,Mobile - Known,New York,10,0,60,Credit Card,0
TXN109276,User_1371,Merchant_142,210.87,Gambling,Purchase,Desktop - Known,Houston,20,0,50,Cryptocurrency,0
TXN109277,User_3904,Merchant_3,41.26,Grocery,Purchase,Mobile - Known,Houston,0,0,44,Debit Card,0
TXN109278,User_3668,Merchant_470,322.49,Grocery,Purchase,Desktop - Known,Unknown/Foreign,6,0,57,Cryptocurrency,0
TXN109279,User_1954,Merchant_8,125.0,Online Retail,Purchase,Mobile - New,Unknown/Foreign,21,0,57,Debit Card,0
TXN109280,User_1810,Merchant_345,158.22,Online Retail,Deposit,Desktop - Known,Dallas,21,0,52,Debit Card,0
TXN109281,User_485,Merchant_73,147.5,Grocery,Purchase,Desktop - New,Chicago,18,0,43,Wire Transfer,0
TXN109282,User_3840,Merchant_702,186.24,Online Retail,Purchase,Mobile - Known,Miami,0,0,48,Credit Card,0
TXN109283,User_2886,Merchant_10,37.65,Online Retail,Transfer,ATM,Houston,14,0,33,Debit Card,0
TXN109284,User_1422,Merchant_755,122.31,Gas Station,Transfer,Mobile - Known,Seattle,9,0,46,Credit Card,0
TXN109285,User_3003,Merchant_680,91.31,Online Retail,Transfer,Mobile - New,Los Angeles,15,1,25,Debit Card,0
TXN109286,User_1609,Merchant_674,105.51,Travel,Withdrawal,Mobile - Known,Unknown/Foreign,1,0,25,Wire Transfer,1
TXN109287,User_1194,Merchant_251,37.97,Jewelry,Transfer,ATM,New York,18,0,47,Credit Card,0
TXN109288,User_3496,Merchant_60,220.56,Electronics,Transfer,Mobile - Known,Seattle,8,0,29,Debit Card,0
TXN109289,User_2603,Merchant_67,148.81,Gambling,Deposit,ATM,Unknown/Foreign,9,0,57,Credit Card,0
TXN109290,User_3166,Merchant_440,319.05,Restaurant,Deposit,Mobile - New,Houston,21,0,62,Debit Card,0
TXN109291,User_1701,Merchant_683,97.3,Grocery,Transfer,Mobile - New,New York,11,0,38,Debit Card,0
TXN109292,User_187,Merchant_36,220.78,Grocery,Bill Payment,Mobile - New,Chicago,13,0,19,ACH,0
TXN109293,User_2511,Merchant_536,109.19,Travel,Purchase,Mobile - Known,New York,16,0,21,Credit Card,0
TXN109294,User_2632,Merchant_718,134.14,Grocery,Withdrawal,Desktop - New,Chicago,19,0,45,Credit Card,0
TXN109295,User_2932,Merchant_150,124.77,Grocery,Purchase,Desktop - New,Miami,13,0,23,Wire Transfer,0
TXN109296,User_1090,Merchant_383,93.19,Gas Station,Purchase,Desktop - New,Houston,11,0,41,Debit Card,0
TXN109297,User_1227,Merchant_387,58.55,Restaurant,Purchase,Mobile - Known,Houston,10,0,19,Credit Card,0
TXN109298,User_3533,Merchant_658,136.27,Gambling,Purchase,ATM,New York,13,0,59,Debit Card,0
TXN109299,User_3842,Merchant_617,200.9,Online Retail,Transfer,Desktop - New,Miami,5,0,36,Credit Card,0
TXN109300,User_180,Merchant_404,38.89,Crypto Exchange,Withdrawal,ATM,Seattle,16,0,50,Credit Card,0
TXN109301,User_2745,Merchant_19,151.43,Grocery,Bill Payment,Mobile - Known,Chicago,6,0,48,Credit Card,0
TXN109302,User_1876,Merchant_46,21.73,Gas Station,Transfer,Mobile - Known,New York,15,0,67,Wire Transfer,0
TXN109303,User_2471,Merchant_696,98.78,Electronics,Purchase,Desktop - Known,Chicago,14,0,74,Credit Card,0
TXN109304,User_3322,Merchant_494,223.14,Electronics,Purchase,Desktop - New,Unknown/Foreign,23,0,69,Wire Transfer,0
TXN109305,User_2579,Merchant_654,155.01,Gas Station,Purchase,Desktop - Known,Houston,14,0,61,Debit Card,0
TXN109306,User_1031,Merchant_709,3.09,Grocery,Transfer,Mobile - New,Miami,3,0,54,Credit Card,0
TXN109307,User_3706,Merchant_444,29.58,Online Retail,Purchase,Mobile - Known,Los Angeles,0,0,21,Cryptocurrency,0
TXN109308,User_3066,Merchant_622,57.73,Travel,Deposit,ATM,New York,22,0,56,Debit Card,0
TXN109309,User_2632,Merchant_690,20.6,Online Retail,Transfer,Mobile - New,Miami,13,0,37,Wire Transfer,0
TXN109310,User_2557,Merchant_376,166.98,Electronics,Deposit,Desktop - New,New York,14,0,87,Credit Card,0
TXN109311,User_231,Merchant_528,158.7,Jewelry,Bill Payment,Desktop - Known,Chicago,15,0,61,Debit Card,0
TXN109312,User_674,Merchant_617,192.65,Travel,Purchase,Mobile - Known,Houston,15,1,49,ACH,0
TXN109313,User_1782,Merchant_356,201.63,Crypto Exchange,Transfer,Desktop - Known,Seattle,10,0,27,Cryptocurrency,0
TXN109314,User_3696,Merchant_100,99.07,Crypto Exchange,Purchase,ATM,Chicago,7,0,31,ACH,0
TXN109315,User_3478,Merchant_607,236.54,Gambling,Purchase,Mobile - Known,Unknown/Foreign,23,0,60,Debit Card,0
TXN109316,User_3146,Merchant_223,158.66,Electronics,Transfer,Desktop - New,Miami,14,0,61,Credit Card,0
TXN109317,User_2963,Merchant_379,113.35,Travel,Purchase,Mobile - Known,Houston,21,0,49,Credit Card,0
TXN109318,User_439,Merchant_259,84.19,Grocery,Withdrawal,Mobile - Known,Houston,7,0,49,Debit Card,0
TXN109319,User_3020,Merchant_160,186.62,Restaurant,Deposit,Desktop - Known,Miami,4,0,37,Credit Card,0
TXN109320,User_2995,Merchant_541,64.65,Online Retail,Withdrawal,Mobile - New,Seattle,2,1,54,Credit Card,1
TXN109321,User_299,Merchant_107,99.26,Travel,Withdrawal,Desktop - Known,Seattle,3,0,28,ACH,0
TXN109322,User_1045,Merchant_740,36.91,Jewelry,Purchase,Desktop - Known,Chicago,10,0,33,Credit Card,0
TXN109323,User_498,Merchant_264,227.16,Travel,Bill Payment,ATM,Houston,6,0,48,Debit Card,0
TXN109324,User_2311,Merchant_366,5.81,Grocery,Transfer,Mobile - Known,Seattle,16,0,25,Credit Card,0
TXN109325,User_361,Merchant_711,303.99,Online Retail,Withdrawal,Mobile - Known,Los Angeles,2,0,37,Debit Card,0
TXN109326,User_1785,Merchant_783,81.92,Restaurant,Deposit,Mobile - New,Dallas,0,1,27,Debit Card,1
TXN109327,User_3080,Merchant_11,80.8,Restaurant,Purchase,ATM,Dallas,11,0,25,Debit Card,0
TXN109328,User_1348,Merchant_79,233.65,Online Retail,Transfer,Mobile - New,Miami,3,0,18,Cryptocurrency,1
TXN109329,User_3224,Merchant_306,106.6,Restaurant,Purchase,Mobile - Known,Los Angeles,17,0,18,Debit Card,0
TXN109330,User_2472,Merchant_327,793.57,Electronics,Purchase,ATM,Houston,12,0,39,Debit Card,0
TXN109331,User_809,Merchant_201,116.32,Jewelry,Withdrawal,ATM,Unknown/Foreign,0,0,26,Credit Card,1
TXN109332,User_545,Merchant_298,132.89,Restaurant,Withdrawal,Desktop - New,Chicago,21,0,47,Debit Card,0
TXN109333,User_525,Merchant_345,64.52,Online Retail,Purchase,Desktop - New,Unknown/Foreign,12,0,59,Credit Card,0
TXN109334,User_179,Merchant_343,376.61,Restaurant,Transfer,Desktop - Known,Houston,2,0,51,Debit Card,0
TXN109335,User_2508,Merchant_190,306.92,Gambling,Withdrawal,Desktop - Known,New York,15,0,48,Credit Card,0
TXN109336,User_1141,Merchant_720,110.02,Gas Station,Bill Payment,Desktop - Known,Chicago,7,0,18,Debit Card,0
TXN109337,User_3348,Merchant_718,592.67,Grocery,Purchase,Desktop - New,Houston,15,0,22,ACH,0
TXN109338,User_888,Merchant_116,142.99,Gas Station,Deposit,Mobile - New,Los Angeles,5,0,24,Credit Card,0
TXN109339,User_1140,Merchant_27,1.86,Gambling,Withdrawal,Mobile - Known,Chicago,7,0,59,Credit Card,0
TXN109340,User_1410,Merchant_534,435.03,Restaurant,Purchase,Desktop - Known,Dallas,15,0,27,Debit Card,0
TXN109341,User_553,Merchant_707,25.25,Travel,Purchase,Mobile - New,Chicago,11,1,56,Debit Card,1
TXN109342,User_1504,Merchant_612,157.58,Gas Station,Purchase,Desktop - New,Seattle,23,0,56,Wire Transfer,0
TXN109343,User_44,Merchant_638,125.19,Restaurant,Transfer,Mobile - Known,New York,2,0,44,Credit Card,0
TXN109344,User_1465,Merchant_220,112.52,Restaurant,Transfer,Desktop - New,New York,7,0,49,Credit Card,0
TXN109345,User_795,Merchant_111,238.33,Electronics,Withdrawal,ATM,Dallas,2,0,52,Credit Card,0
TXN109346,User_1536,Merchant_642,44.59,Travel,Transfer,Mobile - New,Unknown/Foreign,13,0,51,Credit Card,0
TXN109347,User_418,Merchant_44,518.12,Online Retail,Purchase,Mobile - Known,Unknown/Foreign,21,0,33,ACH,0
TXN109348,User_257,Merchant_318,3.49,Grocery,Deposit,Mobile - New,Unknown/Foreign,23,0,18,Credit Card,0
TXN109349,User_1314,Merchant_443,172.33,Travel,Transfer,Mobile - Known,Unknown/Foreign,21,0,24,Debit Card,0
TXN109350,User_1482,Merchant_731,3.56,Grocery,Purchase,Mobile - Known,New York,11,0,71,Cryptocurrency,0
TXN109351,User_3700,Merchant_653,601.67,Online Retail,Deposit,ATM,Unknown/Foreign,12,1,60,Credit Card,0
TXN109352,User_2013,Merchant_518,387.33,Gambling,Purchase,Mobile - New,Chicago,0,0,44,Debit Card,1
TXN109353,User_2489,Merchant_181,87.06,Grocery,Transfer,Mobile - New,Seattle,21,0,30,Debit Card,0
TXN109354,User_3262,Merchant_474,198.78,Grocery,Purchase,Mobile - Known,Houston,10,0,18,ACH,0
TXN109355,User_2189,Merchant_776,240.7,Online Retail,Transfer,Mobile - New,Houston,11,0,21,Credit Card,0
TXN109356,User_203,Merchant_724,202.61,Gas Station,Transfer,Desktop - New,Dallas,3,1,19,Credit Card,1
TXN109357,User_3492,Merchant_777,136.58,Jewelry,Purchase,Mobile - New,Miami,22,0,31,Credit Card,0
TXN109358,User_288,Merchant_581,1.15,Electronics,Withdrawal,Mobile - Known,Miami,7,0,18,Debit Card,0
TXN109359,User_2220,Merchant_10,232.1,Online Retail,Purchase,Mobile - Known,Unknown/Foreign,0,0,27,Debit Card,0
TXN109360,User_174,Merchant_583,40.88,Grocery,Withdrawal,Mobile - Known,Dallas,4,1,29,ACH,1
TXN109361,User_3335,Merchant_315,29.75,Gas Station,Purchase,Desktop - Known,Los Angeles,22,0,51,Debit Card,0
TXN109362,User_3767,Merchant_652,204.46,Jewelry,Purchase,Desktop - Known,Seattle,21,0,56,Debit Card,0
TXN109363,User_1568,Merchant_650,183.89,Jewelry,Transfer,Desktop - New,Miami,0,0,49,Credit Card,0
TXN109364,User_762,Merchant_23,40.44,Crypto Exchange,Transfer,Mobile - New,Unknown/Foreign,15,0,44,Debit Card,1
TXN109365,User_1211,Merchant_679,345.9,Grocery,Deposit,Mobile - Known,Houston,16,0,18,Debit Card,0
TXN109366,User_59,Merchant_213,26.43,Online Retail,Transfer,Desktop - New,New York,22,0,66,ACH,0
TXN109367,User_1828,Merchant_640,90.5,Gambling,Deposit,ATM,Los Angeles,0,0,35,Credit Card,0
TXN109368,User_3279,Merchant_749,386.7,Electronics,Purchase,ATM,Seattle,1,0,38,Debit Card,0
TXN109369,User_2565,Merchant_53,59.19,Restaurant,Purchase,Mobile - Known,Dallas,21,0,32,Credit Card,0
TXN109370,User_3027,Merchant_797,62.67,Online Retail,Bill Payment,Desktop - Known,Houston,8,0,48,Debit Card,0
TXN109371,User_1385,Merchant_97,49.82,Restaurant,Deposit,Mobile - Known,Los Angeles,11,0,40,Debit Card,0
TXN109372,User_3180,Merchant_208,8.98,Gambling,Withdrawal,Desktop - Known,New York,20,0,30,Credit Card,0
TXN109373,User_2863,Merchant_172,58.02,Online Retail,Deposit,Desktop - New,Houston,2,0,32,Credit Card,0
TXN109374,User_2404,Merchant_129,89.1,Gas Station,Bill Payment,Desktop - Known,Chicago,23,0,46,Credit Card,0
TXN109375,User_106,Merchant_618,305.81,Jewelry,Withdrawal,Mobile - Known,Houston,6,0,18,Wire Transfer,0
TXN109376,User_1126,Merchant_37,138.13,Gambling,Transfer,Mobile - Known,Miami,13,0,18,Debit Card,0
TXN109377,User_2293,Merchant_587,274.4,Gambling,Withdrawal,Mobile - New,Seattle,15,0,52,Debit Card,0
TXN109378,User_1105,Merchant_689,19.62,Grocery,Transfer,Mobile - Known,New York,3,0,60,Debit Card,0
TXN109379,User_2956,Merchant_307,613.83,Crypto Exchange,Purchase,Desktop - New,Chicago,20,0,20,Credit Card,0
TXN109380,User_1962,Merchant_382,4.4,Grocery,Purchase,Desktop - New,Seattle,7,0,36,Debit Card,0
TXN109381,User_909,Merchant_664,352.42,Restaurant,Withdrawal,Mobile - New,Los Angeles,2,0,31,Debit Card,0
TXN109382,User_1180,Merchant_179,79.68,Online Retail,Purchase,ATM,Seattle,10,0,38,Cryptocurrency,0
TXN109383,User_1998,Merchant_720,138.64,Gambling,Withdrawal,Mobile - New,Seattle,14,0,57,Debit Card,0
TXN109384,User_3811,Merchant_724,137.35,Electronics,Bill Payment,Mobile - Known,New York,11,1,46,Debit Card,0
TXN109385,User_843,Merchant_50,944.64,Restaurant,Purchase,Mobile - New,Los Angeles,23,0,18,Debit Card,0
TXN109386,User_2108,Merchant_755,278.97,Online Retail,Bill Payment,ATM,Los Angeles,14,0,62,Debit Card,0
TXN109387,User_3298,Merchant_662,175.79,Grocery,Withdrawal,Mobile - Known,New York,19,0,21,Debit Card,0
TXN109388,User_2086,Merchant_779,154.46,Online Retail,Transfer,Mobile - New,Unknown/Foreign,0,0,42,Wire Transfer,1
TXN109389,User_2035,Merchant_600,113.02,Gambling,Transfer,Desktop - New,New York,22,0,35,Credit Card,0
TXN109390,User_2187,Merchant_117,9.34,Jewelry,Purchase,Mobile - Known,New York,18,0,69,Credit Card,0
TXN109391,User_666,Merchant_674,143.26,Grocery,Transfer,Mobile - New,New York,14,0,48,Debit Card,0
TXN109392,User_2787,Merchant_746,7.66,Online Retail,Purchase,Mobile - Known,New York,9,0,26,Debit Card,0
TXN109393,User_1470,Merchant_472,164.45,Crypto Exchange,Withdrawal,Desktop - New,Los Angeles,22,0,51,Wire Transfer,0
TXN109394,User_3804,Merchant_475,219.4,Grocery,Purchase,Desktop - New,Seattle,21,0,51,Credit Card,0
TXN109395,User_1888,Merchant_305,153.41,Jewelry,Purchase,ATM,Los Angeles,18,0,62,ACH,0
TXN109396,User_1491,Merchant_630,7.26,Restaurant,Purchase,Desktop - New,Miami,22,0,29,Cryptocurrency,0
TXN109397,User_20,Merchant_372,74.77,Gas Station,Purchase,Mobile - New,Dallas,18,0,52,Cryptocurrency,0
TXN109398,User_615,Merchant_511,158.19,Grocery,Transfer,Desktop - New,Los Angeles,15,0,34,Cryptocurrency,0
TXN109399,User_1609,Merchant_381,85.83,Online Retail,Purchase,Mobile - Known,Los Angeles,6,0,45,Credit Card,0
TXN109400,User_2345,Merchant_366,218.47,Online Retail,Purchase,Desktop - Known,Seattle,4,0,41,Credit Card,0
TXN109401,User_1343,Merchant_344,83.16,Travel,Deposit,Desktop - New,Los Angeles,10,0,70,Wire Transfer,0
TXN109402,User_3616,Merchant_246,178.91,Grocery,Withdrawal,Desktop - Known,New York,14,0,60,Debit Card,0
TXN109403,User_151,Merchant_790,449.69,Online Retail,Bill Payment,Mobile - New,Unknown/Foreign,14,0,48,Credit Card,0
TXN109404,User_1710,Merchant_764,77.17,Online Retail,Bill Payment,Desktop - Known,Chicago,7,0,28,ACH,0
TXN109405,User_1709,Merchant_579,297.93,Gas Station,Deposit,Mobile - Known,Miami,22,0,18,Debit Card,0
TXN109406,User_83,Merchant_462,21.82,Travel,Transfer,Desktop - New,Los Angeles,8,0,41,Credit Card,0
TXN109407,User_3198,Merchant_338,616.09,Grocery,Transfer,Mobile - New,Unknown/Foreign,5,0,62,ACH,0
TXN109408,User_3601,Merchant_108,304.9,Jewelry,Deposit,Desktop - Known,Miami,18,0,35,Credit Card,0
TXN109409,User_3414,Merchant_439,40.62,Grocery,Purchase,ATM,Seattle,3,0,61,Credit Card,0
TXN109410,User_3052,Merchant_714,156.62,Travel,Purchase,Mobile - New,Houston,9,0,25,Debit Card,0
TXN109411,User_3671,Merchant_107,66.27,Restaurant,Bill Payment,Mobile - Known,Chicago,20,0,33,Debit Card,0
TXN109412,User_609,Merchant_593,118.98,Travel,Bill Payment,ATM,Houston,21,0,57,ACH,0
TXN109413,User_3043,Merchant_279,296.59,Jewelry,Deposit,Desktop - New,Chicago,21,0,35,Credit Card,0
TXN109414,User_1333,Merchant_745,318.71,Grocery,Transfer,Mobile - New,Los Angeles,12,0,40,Credit Card,0
TXN109415,User_2140,Merchant_160,153.5,Crypto Exchange,Purchase,Mobile - New,New York,20,1,41,Debit Card,1
TXN109416,User_2452,Merchant_149,187.38,Restaurant,Deposit,Mobile - Known,Houston,14,0,53,Debit Card,0
TXN109417,User_3217,Merchant_253,170.38,Restaurant,Deposit,Mobile - Known,Los Angeles,20,0,44,Wire Transfer,0
TXN109418,User_3000,Merchant_1,641.36,Online Retail,Purchase,Mobile - Known,Los Angeles,12,0,43,Cryptocurrency,0
TXN109419,User_3591,Merchant_416,134.41,Online Retail,Purchase,ATM,Miami,15,0,51,Credit Card,0
TXN109420,User_1267,Merchant_390,1.72,Jewelry,Transfer,Mobile - Known,Dallas,7,0,34,Debit Card,0
TXN109421,User_3822,Merchant_687,2.99,Electronics,Transfer,Mobile - Known,Seattle,12,0,44,Credit Card,0
TXN109422,User_3395,Merchant_224,101.87,Crypto Exchange,Purchase,Mobile - New,Miami,2,0,48,Credit Card,0
TXN109423,User_3727,Merchant_179,467.49,Gambling,Purchase,Mobile - New,Los Angeles,23,0,35,Cryptocurrency,0
TXN109424,User_3541,Merchant_230,24.74,Grocery,Withdrawal,Mobile - Known,Miami,5,0,23,Credit Card,0
TXN109425,User_3383,Merchant_754,8.61,Restaurant,Withdrawal,Desktop - New,Miami,14,0,47,Debit Card,0
TXN109426,User_2477,Merchant_401,180.34,Online Retail,Deposit,Mobile - Known,Chicago,20,1,45,Debit Card,0
TXN109427,User_1044,Merchant_68,26.42,Online Retail,Purchase,Desktop - Known,New York,5,0,46,Debit Card,0
TXN109428,User_567,Merchant_634,50.95,Travel,Bill Payment,Mobile - Known,Los Angeles,16,1,51,Cryptocurrency,0
TXN109429,User_2123,Merchant_221,9.08,Gas Station,Transfer,Mobile - Known,Chicago,14,0,40,Wire Transfer,0
TXN109430,User_3353,Merchant_440,715.13,Gambling,Transfer,Mobile - Known,Chicago,13,0,65,Debit Card,0
TXN109431,User_3675,Merchant_148,74.87,Grocery,Purchase,Desktop - Known,Unknown/Foreign,15,0,24,Credit Card,0
TXN109432,User_3256,Merchant_273,55.42,Online Retail,Transfer,Desktop - Known,Miami,5,0,48,Cryptocurrency,0
TXN109433,User_3802,Merchant_523,295.97,Online Retail,Bill Payment,Mobile - New,Chicago,11,0,34,Credit Card,0
TXN109434,User_2518,Merchant_656,275.84,Online Retail,Bill Payment,Mobile - New,Los Angeles,19,0,61,Debit Card,0
TXN109435,User_306,Merchant_11,769.96,Travel,Deposit,Desktop - New,New York,6,0,57,Debit Card,0
TXN109436,User_365,Merchant_395,35.57,Online Retail,Purchase,Desktop - New,Unknown/Foreign,18,0,66,Credit Card,0
TXN109437,User_3193,Merchant_155,27.09,Electronics,Transfer,Mobile - Known,Chicago,9,0,56,Credit Card,0
TXN109438,User_577,Merchant_177,108.58,Restaurant,Withdrawal,Mobile - New,Houston,10,0,43,Wire Transfer,0
TXN109439,User_2357,Merchant_312,152.07,Electronics,Transfer,Desktop - New,Houston,11,0,67,ACH,0
TXN109440,User_2886,Merchant_238,124.97,Jewelry,Purchase,Mobile - Known,Houston,13,0,55,Debit Card,0
TXN109441,User_3935,Merchant_503,21.6,Gas Station,Deposit,Desktop - Known,Unknown/Foreign,22,0,38,Credit Card,0
TXN109442,User_3362,Merchant_132,40.67,Online Retail,Transfer,Desktop - Known,Houston,9,0,28,Debit Card,0
TXN109443,User_268,Merchant_432,37.95,Jewelry,Purchase,Desktop - Known,Chicago,17,0,46,Cryptocurrency,0
TXN109444,User_922,Merchant_752,60.73,Crypto Exchange,Bill Payment,Desktop - New,Los Angeles,15,0,45,Credit Card,0
TXN109445,User_752,Merchant_622,116.0,Crypto Exchange,Purchase,Mobile - New,Seattle,1,0,32,Cryptocurrency,1
TXN109446,User_2747,Merchant_428,17.97,Grocery,Deposit,Desktop - Known,Dallas,18,0,63,Wire Transfer,0
TXN109447,User_2850,Merchant_679,20.5,Grocery,Purchase,Desktop - Known,Houston,18,1,57,ACH,0
TXN109448,User_1105,Merchant_450,37.3,Grocery,Transfer,Desktop - Known,Los Angeles,23,0,70,Debit Card,0
TXN109449,User_3413,Merchant_144,161.6,Gas Station,Purchase,Desktop - Known,New York,6,0,43,Debit Card,0
TXN109450,User_763,Merchant_401,60.5,Online Retail,Purchase,Mobile - New,Dallas,8,0,39,Credit Card,0
TXN109451,User_2105,Merchant_85,483.96,Crypto Exchange,Deposit,Mobile - Known,Seattle,12,0,73,Debit Card,0
TXN109452,User_3909,Merchant_782,145.21,Jewelry,Withdrawal,Desktop - Known,Seattle,3,0,60,Debit Card,0
TXN109453,User_3486,Merchant_91,474.77,Crypto Exchange,Transfer,Mobile - Known,Unknown/Foreign,8,0,33,Cryptocurrency,1
TXN109454,User_3644,Merchant_309,140.09,Restaurant,Deposit,Mobile - Known,Unknown/Foreign,20,0,26,Debit Card,0
TXN109455,User_3132,Merchant_329,268.52,Electronics,Withdrawal,Mobile - Known,Unknown/Foreign,4,0,60,Credit Card,0
TXN109456,User_327,Merchant_338,228.98,Gas Station,Purchase,Mobile - New,Los Angeles,14,0,54,Debit Card,0
TXN109457,User_1597,Merchant_767,10.78,Restaurant,Purchase,Mobile - Known,Miami,1,0,33,Credit Card,0
TXN109458,User_161,Merchant_412,36.37,Gas Station,Withdrawal,Mobile - Known,Seattle,14,0,38,ACH,0
TXN109459,User_2487,Merchant_302,371.84,Electronics,Bill Payment,ATM,Seattle,4,0,27,ACH,0
TXN109460,User_893,Merchant_119,122.62,Travel,Withdrawal,Mobile - Known,Dallas,16,0,27,Credit Card,0
TXN109461,User_1043,Merchant_214,212.11,Electronics,Transfer,Desktop - Known,Los Angeles,10,1,52,Debit Card,0
TXN109462,User_3006,Merchant_682,436.89,Restaurant,Bill Payment,Desktop - New,Dallas,20,0,30,Debit Card,0
TXN109463,User_551,Merchant_68,142.31,Crypto Exchange,Bill Payment,Desktop - Known,Houston,13,0,72,Credit Card,0
TXN109464,User_3259,Merchant_181,310.34,Grocery,Purchase,ATM,Unknown/Foreign,4,0,18,Debit Card,0
TXN109465,User_967,Merchant_674,1.01,Grocery,Bill Payment,Mobile - Known,Houston,19,0,18,ACH,0
TXN109466,User_2953,Merchant_64,1.31,Gas Station,Deposit,Mobile - Known,Houston,7,0,36,ACH,0
TXN109467,User_1841,Merchant_194,24.95,Jewelry,Withdrawal,Desktop - Known,Los Angeles,20,0,39,Wire Transfer,0
TXN109468,User_2637,Merchant_309,29.43,Gas Station,Transfer,Desktop - New,Dallas,7,0,63,Credit Card,0
TXN109469,User_1373,Merchant_370,126.85,Grocery,Transfer,Desktop - Known,Dallas,19,0,62,Cryptocurrency,0
TXN109470,User_683,Merchant_632,295.37,Grocery,Bill Payment,Desktop - Known,Unknown/Foreign,5,0,20,Credit Card,0
TXN109471,User_705,Merchant_777,185.14,Grocery,Transfer,Desktop - Known,Miami,12,0,52,Credit Card,0
TXN109472,User_3390,Merchant_257,7.12,Grocery,Bill Payment,Desktop - New,Chicago,13,0,40,Credit Card,0
TXN109473,User_2412,Merchant_419,111.01,Gas Station,Transfer,Mobile - Known,Houston,17,0,33,Debit Card,0
TXN109474,User_99,Merchant_756,24.65,Grocery,Purchase,Mobile - New,New York,14,0,54,Cryptocurrency,0
TXN109475,User_2730,Merchant_107,24.51,Online Retail,Withdrawal,Desktop - New,Los Angeles,0,0,38,Credit Card,0
